username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Adilson1507,2018-10-22 20:58,16,299,povo falava ligacao pt nunca acabado  ai prova  antes ficado neutra sempre ficou  voto critico conversa pra boi dormir  brasileiros jamais esqueceremos  #haddadnaoecristao,,,#,1054522486686208001,https://twitter.com/Adilson1507/status/1054522486686208001
Silas_Pereiraa,2018-10-22 20:55,91,214,#haddadnaoecristao vizinhos ptistas dia 28 ,,,#,1054521571472236545,https://twitter.com/Silas_Pereiraa/status/1054521571472236545
miranelles,2018-10-22 20:51,1,1,#bolsonarosim  #nasruascombolsonaro is clear sign of people wants him  it isnt sad  pictwittercom/fbpwztx3r,,,# #,1054520553795715073,https://twitter.com/miranelles/status/1054520553795715073
CarlosBolsonaro,2018-10-22 20:45,6064,21833,escreve livro chamado defesa socialismo ser amoral pedir confianca cristaos  pt ja disse faria diabo vencer eleicoes estao fazendo  resultado maos brasileiro deus  #haddadnaoecristao,,,#,1054519200549666816,https://twitter.com/CarlosBolsonaro/status/1054519200549666816
monicaodovale,2018-10-22 20:41,1101,2701,favoravel tortura  sabe disso- bolsonaro cristao prega tortura jesus cristo morreu sendo torturado cruz #haddadnaoecristao,,,#,1054518032167518208,https://twitter.com/monicaodovale/status/1054518032167518208
FlavioMRenan,2018-10-22 20:31,78,151,deixando risada eleitores bolsonaretes otarios  #haddadnaoecristao #bolsonaroanticristo #limpezanostf #frenteamplapelademocracia #segundadetremurasdv,,,# # # # #,1054515621004742661,https://twitter.com/FlavioMRenan/status/1054515621004742661
_Colombo__,2018-10-22 20:24,0,2,( g ) old #b17,,,#,1054513897728827392,https://twitter.com/_Colombo__/status/1054513897728827392
JonhR16,2018-10-22 20:23,0,0,@lobaoeletrico rei tags #haddadnaoecristao,,@,#,1054513582505975808,https://twitter.com/JonhR16/status/1054513582505975808
VRetorno,2018-10-22 20:22,2178,4840,haddad passa mal desmaia via publica nordeste  #haddadnaoecristao,,,#,1054513387428818944,https://twitter.com/VRetorno/status/1054513387428818944
Various__Videos,2018-10-22 20:18,2,3,open twitter and see #haddadnaoecristao trending worldwide  they think bolsonaro is   https : //bitly/2ys5xxn #haddadnaoecristao,,,# #,1054512369651646464,https://twitter.com/Various__Videos/status/1054512369651646464
si_cid,2018-10-22 20:13,270,437,olha tambem falsihaddad  #haddadmente #haddadnaoecristao,,,# #,1054511058969341952,https://twitter.com/si_cid/status/1054511058969341952
RejanePaiva,2018-10-22 20:10,672,1007,pt forma desonesta conseguir votos continua atacando  sao sujos  agora vejam pra tipo eleitor panfletos estao destinados  #haddadnaoecristao vez fabrica fake news conseguir votos  pode @tsejusbr  @jairbolsonaro,,@ @,#,1054510284700876800,https://twitter.com/RejanePaiva/status/1054510284700876800
SocDemNow,2018-10-22 20:00,3,18,#haddadnaoecristao < -- in what way is bolsonaro  who hates women  gays  blacks  the poor  and supports torture and mass murder cristao    brasileiros  gente  you are being manipulated  it\s clear day from outside of your country  pictwittercom/6ak7gfhg9n,,,#,1054507732877959168,https://twitter.com/SocDemNow/status/1054507732877959168
ClaudiaMMouraa,2018-10-22 19:59,70,550,vai ser quantas vezes  vergonha resume  #haddadnaoecristao,,,#,1054507588736430080,https://twitter.com/ClaudiaMMouraa/status/1054507588736430080
MathDrado,2018-10-22 19:52,726,2143,js hipocritas #bolsonaroanticristo #haddadnaoecristao,,,# #,1054505888109735941,https://twitter.com/MathDrado/status/1054505888109735941
_Marcye,2018-10-22 19:42,1,0,#haddadnaoecristao latim : clube bilderberg,,,#,1054503201775517698,https://twitter.com/_Marcye/status/1054503201775517698
amarildojsilva,2018-10-22 19:36,2303,6643,fara passeio curitiba  jean willis ta camara federal ja tse validou votos prefeito marica rj  wellington quaqua #haddadnaoecristao,,,#,1054501847086575617,https://twitter.com/amarildojsilva/status/1054501847086575617
tvesries,2018-10-22 19:34,279,733,olsominions usando tag tipo defendem cara apoia tortura #haddadnaoecristao,,,#,1054501278611578880,https://twitter.com/tvesries/status/1054501278611578880
goulart_lenita,2018-10-22 19:31,1336,3144,#haddadnaoecristao hora fazer foto fake  respeita assento preferencial  pra idosos deficientes fisicos ,,,#,1054500506419294210,https://twitter.com/goulart_lenita/status/1054500506419294210
JustCarol10,2018-10-22 19:30,882,1538,#haddadnaoecristao bora chutar principios pra fazer graca pra igreja  esqueceu estudar antes ,,,#,1054500169180504064,https://twitter.com/JustCarol10/status/1054500169180504064
