username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Baguncin17,2018-10-25 20:51,123,154,dia independencia parte 2 #b17 #nordestee17,,,# #,1055607696995565568,https://twitter.com/Baguncin17/status/1055607696995565568
diiegogomess7,2018-10-25 19:23,24,54,confio jair messias bolsonaro  voto confianca proximos 4 anos  deus abencoe brasil  #bolsonaro #b17,,,# #,1055585606942838784,https://twitter.com/diiegogomess7/status/1055585606942838784
FtimaSi98659736,2018-10-25 19:11,1,11,rasil acima tudo  deus acima todos  #bolsonaropresidente17,,,#,1055582624637431809,https://twitter.com/FtimaSi98659736/status/1055582624637431809
klaus_sergio,2018-10-25 18:19,269,484,casa caiu  71  vagaba  vai apodrecer cadeia  cadela  #b17 #bolsonaropresidenteeleito #nordestee17,,,# # #,1055569536899006464,https://twitter.com/klaus_sergio/status/1055569536899006464
prjbcarvalho,2018-10-25 15:49,58,180,olha so turma boa  gente bem dizendo #elesim,,,#,1055531932904230912,https://twitter.com/prjbcarvalho/status/1055531932904230912
FlvioRgis1,2018-10-25 15:20,4,9,@jairbolsonaro @bolsonarosp @carlosbolsonaro olha responsabilidade voces maos  vamos la nova geracao ja ama entao vamos cuida las  #b17 #bolsonaropresidenteeleito #presidentebolsonaro #jairmessiasbolsonaro17 #jairbolsonatopresidentedobrasil,,@ @ @,# # # # #,1055524616750411777,https://twitter.com/FlvioRgis1/status/1055524616750411777
klaus_sergio,2018-10-25 15:16,52,84,ta ficando pessimo pro andrade  #b17 #bolsonaropresidenteeleito,,,# #,1055523514369875974,https://twitter.com/klaus_sergio/status/1055523514369875974
carolcos_,2018-10-25 14:44,31,67,lado voce    #eleicoes2018 #bolsonaro17 ilustracao @eudesrochastudio,,@eudesrochastudio,# #,1055515414141243395,https://twitter.com/carolcos_/status/1055515414141243395
PedroLorenzo87,2018-10-25 13:59,1257,3328,ilustracao fiz sobre suasticas misteriosas  #elesim #jairbolsonaro #eleicoes #bolsonaro,,,# # # #,1055504123293065216,https://twitter.com/PedroLorenzo87/status/1055504123293065216
CelesTinoo98,2018-10-25 13:54,2,4,vao nao  ja perderam  tao deixando sonharem  lula ta preso babaca  kkkkkkkkk #b17,,,#,1055502796412329984,https://twitter.com/CelesTinoo98/status/1055502796412329984
PatrickD4511,2018-10-25 13:14,148,428,#doencasraras pauta encontro q dia rj 23/10 c/o futuro presidente #brasil @jairbolsonaro q vestiu camisa #somostodosraros #bolsonaropresidente #bolsonaro #bolsonaro17 #somostodosbolsonaro patrick dorneles partido brasil #umraronocongresso,,@,# # # # # # # #,1055492870134738944,https://twitter.com/PatrickD4511/status/1055492870134738944
Francischini_,2018-10-25 12:09,59,324,relembrar viver #bolsonaro17 #tbt hoje #delegadofrancischini,,,# # #,1055476458716577792,https://twitter.com/Francischini_/status/1055476458716577792
joicehasselmann,2018-10-25 11:30,1096,2773,maravilha ver pesquisa verdade    @jairbolsonaro arrebentando sao paulo  cade @ibope_in manipulacao grosseira    dito  #bolsonaro17 nao ninguem  vamos chegar 80 % capitao   ,,@ @,#,1055466653318811648,https://twitter.com/joicehasselmann/status/1055466653318811648
Giselle63376869,2018-10-25 11:22,1,38,#elesim #bolsonaropresidente #cagueiproibope vai dar,,,# # #,1055464629164539904,https://twitter.com/Giselle63376869/status/1055464629164539904
fantasticrio,2018-10-25 10:49,7,22,we hope happy ending in the final election next sunday  jb #bolsonaropresidente #elesim #ptnuncamais with the glory of #god against communist workers party #pt,,,# # # # #,1055456332709593088,https://twitter.com/fantasticrio/status/1055456332709593088
Francischini_,2018-10-25 10:42,62,298,vai vendo  #delegadofrancischini #bolsonaro17 #compartilhe,,,# # #,1055454622381498368,https://twitter.com/Francischini_/status/1055454622381498368
Francischini_,2018-10-25 10:42,57,243,voce sabia  nunca vou parar  orgulho fazer melhor parana  #delegadofrancischini #bolsonaro17 #compartilhe,,,# # #,1055454531897778176,https://twitter.com/Francischini_/status/1055454531897778176
GilmarArnold1,2018-10-25 10:39,3,2,olsonaro 88 % enquete on-line sbt  #b17,,,#,1055453792760676352,https://twitter.com/GilmarArnold1/status/1055453792760676352
juansardinha_,2018-10-25 10:24,159,321,atencao #direitaseguedireita #bolsonaropresidenteeleito rt  devemos unir combater fake news pt   siga rt fv ( favoritar ) siga qm seguir #direitaunida #direitasdv #elesim #naoaceitaremosfraude,,,# # # # # #,1055450101253058562,https://twitter.com/juansardinha_/status/1055450101253058562
domingues_eron,2018-10-25 20:12,46,66,hoje  22h ( horario brasilia )  tv record entrevistara bolsonaro durante 25 minutos  todos ligados record  tv record batera globo audiencia  gentileza  passe adiante  #b17,,,#,1055598082275135488,https://twitter.com/domingues_eron/status/1055598082275135488
