username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
Kanekury1,2018-10-23 20:11,74,156,petista afirma candidato nao foge debate . afirmo candidato nao foge policia . # b17 # atentadofakedopt,,,# #,1054872949939994625,https://twitter.com/Kanekury1/status/1054872949939994625
folha,2018-10-23 18:15,221,1401,"enfim sos | # haddad13 , # bolsonaro17 , resolveram colocar politica ensaio pre-casamento # folha # eleicoes2018 http : //bit.ly/2pp6jot",,,# # # #,1054843656262184960,https://twitter.com/folha/status/1054843656262184960
renatodiasobom,2018-10-23 18:11,125,207,general mourao desmascara mentira gravissima haddad . ate vamos aturar mentiras vermelhinhos ? ? ? # ptnao # bolsonaropresidente17,,,# #,1054842777215868929,https://twitter.com/renatodiasobom/status/1054842777215868929
RosannaBlessed,2018-10-23 16:50,14,69,# haddadnaoecristao # atentadofakedopt,,,# #,1054822392051195905,https://twitter.com/RosannaBlessed/status/1054822392051195905
BR17MG2018,2018-10-23 16:31,1782,3168,desmascarado hora . candidato corrupto q so sabe espalhar fake news . poste mentiroso # atentadofakedopt # haddadnaoecristao # haddadmente,,,# # #,1054817580647673856,https://twitter.com/BR17MG2018/status/1054817580647673856
PatrickD4511,2018-10-23 16:18,190,662,hoje # doencasraras pauta importante encontro futuro presidente # brasil @ jairbolsonaro vestiu camisa # somostodosraros # bolsonaropresidente # bolsonaro # bolsonaro17 # somostodosbolsonaro # umraronocongresso patrick dorneles partido brasil,,@,# # # # # # # #,1054814265952137217,https://twitter.com/PatrickD4511/status/1054814265952137217
BotsBozo,2018-10-23 15:56,8,13,desafio lancado ! descubra @ bozobots redor ! basta publicar qualquer coisa hashtags pra fazer robos curtirem imagina espalhar verdade sobre bolsonaro usando robos ? # bolsonaro # bolsonaro2018 # bolsonaropresidente # mito # bolsonaroopressor # bolsonaro17,,@BozoBots,# # # # # #,1054808861276860417,https://twitter.com/BotsBozo/status/1054808861276860417
BR17MG2018,2018-10-23 15:32,258,560,"conhecereis verdade verdade libertara . poste dando , conhecedor palavra . quer enganar , verdadeira face , aparece . # haddadnaoecristao # atentadofakedopt",,,# #,1054802831021096961,https://twitter.com/BR17MG2018/status/1054802831021096961
Marlos_Marliere,2018-10-23 15:27,725,1607,"enquanto # haddadefefeca contava historias pra boi dormir # globoelixo , @ jairbolsonaro reunia casa alguns deputados federais eleitos , discutir situacao caotica seguranca publica brasileira ! # atentadofakedopt # haddadnaoecristao",,@,# # # #,1054801526043131904,https://twitter.com/Marlos_Marliere/status/1054801526043131904
gillyworks,2018-10-23 14:50,155,151,"# mulherescombolsonaro , voces estao atentas ? vai tomar conta filhos voce pro trabalho ? merenda ? vai educar filhos ? # b17 # bolsonaroamordobrasilhttps : //glo.bo/2ot1qbg",,,# # #,1054792214134566913,https://twitter.com/gillyworks/status/1054792214134566913
gillyworks,2018-10-23 14:50,133,188,"# mulherescombolsonaro , estao atentas ? voce suando prum filho ser bem-sucedido # enem2018 cursar federal ? olha ai proposta # bolsonaro . voce rica ? pode pagar ensino universitario melhor qualidade ? # b17 https : //educacao.estadao.com.br/noticias/geral , equipe-de-bolsonaro-quer-cobranca-de-mensalidade-em-universidades-federais,70002557697 ...",,,# # # #,1054792116478586881,https://twitter.com/gillyworks/status/1054792116478586881
gillyworks,2018-10-23 14:49,101,125,"# mulherescombolsonaro , fala serio ! ! ! cara nao consegue ler direito , parece bonecos circo ! voce alguma vez escutou lula , rui costa , jaques wagner miguel arraes ameacar adversarios politicos assim ? # b17",,,# #,1054792006311075845,https://twitter.com/gillyworks/status/1054792006311075845
MariaFl81220142,2018-10-23 14:36,43,57,"cara esfaqueou mestre capoeira aqui bahia , imprensa divulgou fake news involucrando bolsonaro . cara desmentiu tudo vivo ! falou conversava sobre futebol assistam ! divulguem maximo farsa descoberta # fakenewsdohaddad # b17 # bahia",,,# # #,1054788735345324033,https://twitter.com/MariaFl81220142/status/1054788735345324033
_SaraWinter,2018-10-23 13:56,35,254,"ontem dia gravacao entrevista pro canal euronews , exibido toda uniao europeia ! tema : porque bolsonaro melhor opcao pro brasil ! assim sair posto canal pra voces ! # b17",,,#,1054778702490406912,https://twitter.com/_SaraWinter/status/1054778702490406912
IsaacMiguel1808,2018-10-23 13:37,11,45,povo ja tah sendo avisado ! ate ! ! ! # ptnao # bolsonaro17 # marqueteirosdejair,,,# # #,1054773741740326913,https://twitter.com/IsaacMiguel1808/status/1054773741740326913
andrefernm,2018-10-23 13:32,41,617,cozinheiros opressores ... # b17,,,#,1054772494815649794,https://twitter.com/andrefernm/status/1054772494815649794
Azarena17,2018-10-23 12:11,1,3,"collage w/ various biased news sources americans assume to be reliable . they often have foreign authors whose goals and interests are not neutral ! take min . to think about who the writers are ! think critically , not rely on 3rd party sources ! not be misled # bolsonaro17",,,#,1054752209009668096,https://twitter.com/Azarena17/status/1054752209009668096
MiriaFigueiredo,2018-10-23 10:33,24,57,spoiler thriller corrupto . # atentadofakedopt # haddadnaoecristao,,,# #,1054727394001649665,https://twitter.com/MiriaFigueiredo/status/1054727394001649665
rafaelgui,2018-10-23 10:12,1,0,"farsa zumbis , # bolsonaropresidente17",,,#,1054722227453730816,https://twitter.com/rafaelgui/status/1054722227453730816
joicehasselmann,2018-10-23 08:05,4680,13463,olha malandragem bando petista liderado @ gleisi narizinho . ja estao forjando atentado contra @ haddad_fernando ? nao adianta tentar tigrada . ja desmascarei planos vcs semana passada . beijinho ombro @ jairmessiasbolsonaro presidente ! # b17 neles !,,@ @ @jairmessiasbolsonaro,#,1054690177564717057,https://twitter.com/joicehasselmann/status/1054690177564717057
SerraVone,2018-10-23 14:38,10,21,"capitao melhor senhor alertar autoridades sobre video , adversarios nao escrupulos nenhum serao capazes tudo incriminar senhor ! lado , pois sabemos homem honrado ! # bolsonaro17",,,#,1054789120860606465,https://twitter.com/SerraVone/status/1054789120860606465
MiraAcre,2018-10-23 15:06,269,417,# haddadefefeca pai @ lobaoeletrico conceituando mt bem palavra fefeca # haddadnaoecristao # atentadofakedopt,,@,# # #,1054796299608961024,https://twitter.com/MiraAcre/status/1054796299608961024
